text,label
"vomiting,sunken_eyes,dehydration,diarrhoea",Oral Cancer
"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,obesity,excessive_hunger,increased_appetite,polyuria",Hypogonadism
"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance",Eczema
"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain",Specific Learning Disorder (Dyslexia
"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance",Eczema
"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",Schizophrenia (Negative Symptoms)
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",Pregnancy Cravings/Aversions
I have a lot of gas and burping. I have chest pain that goes up my neck and into my jaw and arm. I feel like my chest is tight and heavy.,Oral Candidiasis
"muscle_weakness,swelling_joints,movement_stiffness,painful_walking",Blood Disorders
"itching,skin_rash,nodal_skin_eruptions,dischromic__patches",Normal Pressure Hydrocephalus
"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",Fatigue
"I feel really sick when I have a fever. I get really nauseous and lightheaded, and my heart pounds really fast. I can't think straight, and everything feels hazy.",Iron Deficiency
"itching,skin_rash,burning_micturition,spotting__urination",Iron Deficiency
I have red spots on my arms and legs that are really itchy. I can't sleep at night because of the itching. I also have a headache and a fever.,Epididymal Cyst
"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",Epididymal Cyst
I've been experiencing stiffness in my neck and my joints have swollen. I've also been experiencing pain when I walk.,Blood Disorders
"vomiting,headache,nausea,spinning_movements,unsteadiness",Adhd
"If you have bursitis, the affected joint might:  Feel achy or stiff Hurt more when you move it or press on it Look swollen and red ",Depersonalization Disorder
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking",Blood Disorders
"i have been having high fever since past few days , saliva also became thick , dry cough , weakness also seen",Delirium
"Most canker sores are round or oval with a white or yellow center and a red border. They form inside your mouth — on or under your tongue, inside your cheeks or lips, at the base of your gums, or on your soft palate. You might notice a tingling or burning sensation a day or two before the sores actually appear. There are several types of canker sores, including minor, major and herpetiform sores. Minor canker sores Minor canker sores are the most common and:  Are usually small Are oval shaped with a red edge Heal without scarring in one to two weeks  Major canker sores  Major canker sores are less common and:  Are larger and deeper than minor canker sores Are usually round with defined borders, but may have irregular edges when very large Can be extremely painful May take up to six weeks to heal and can leave extensive scarring  Herpetiform canker sores Herpetiform canker sores are uncommon and usually develop later in life, but they're not caused by herpes virus infection. These canker sores:  Are pinpoint size Often occur in clusters of 10 to 100 sores, but may merge into one large ulcer Have irregular edges Heal without scarring in one to two weeks ",Deviated Nasal Septum
"continuous_sneezing,shivering,chills,watering_from_eyes",Anhedonia
"itching,fatigue,lethargy,yellowish_skin,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",Postnasal Drip
"high_fever,blister,red_sore_around_nose,yellow_crust_ooze",Sebaceous Hyperplasia
"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain",Specific Learning Disorder (Dyslexia
"stomach_pain,acidity,vomiting,cough,chest_pain",Osteoporosis (Fracture)
"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history",Precocious Puberty
"muscle_wasting,patches_in_throat,extra_marital_contacts",Amblyopia
"itching,skin_rash,stomach_pain,burning_micturition,spotting__urination",Iron Deficiency
"The onset of signs and symptoms of ear infection is usually rapid. Children Signs and symptoms common in children include:  Ear pain, especially when lying down Tugging or pulling at an ear Trouble sleeping Crying more than usual Fussiness Trouble hearing or responding to sounds Loss of balance Fever of 100 F (38 C) or higher Drainage of fluid from the ear Headache Loss of appetite  Adults Common signs and symptoms in adults include:  Ear pain Drainage of fluid from the ear Trouble hearing ",Lead Poisoning
"continuous_sneezing,shivering,chills",Anhedonia
"Thirst isn't always a reliable early indicator of the body's need for water. Many people, particularly older adults, don't feel thirsty until they're already dehydrated. That's why it's important to increase water intake during hot weather or when you're ill. The signs and symptoms of dehydration also may differ by age. Infant or young child  Dry mouth and tongue No tears when crying No wet diapers for three hours Sunken eyes, cheeks Sunken soft spot on top of skull Listlessness or irritability  Adult  Extreme thirst Less frequent urination Dark-colored urine Fatigue Dizziness Confusion  When to see a doctor Call your family doctor if you or a loved one:  Has had diarrhea for 24 hours or more Is irritable or disoriented and much sleepier or less active than usual Can't keep down fluids Has bloody or black stool ",High Cholesterol
"Signs and symptoms of HHT include: HHT  Nosebleeds, sometimes on a daily basis and often starting in childhood Lacy red vessels or tiny red spots, particularly on the lips, face, fingertips, tongue and inside surfaces of the mouth Iron deficiency anemia Shortness of breath Headaches Seizures ",Presbyopia (Age-Related Farsightedness)
"indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",Vocal Cord Paralysis
"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",Rosacea
I have been experiencing a severe fever for the past 3 days. I also have a headache and pain behind my eyes. I feel very tired and exhausted. I cannot do any work.,Hormone-Secreting Tumors
"           Facial paralysis       Open pop-up dialog box          Close    Facial paralysis   Facial paralysis The nerve that controls your facial muscles passes through a narrow corridor of bone on its way to your face. Facial weakness or paralysis may cause one corner of your mouth to droop, and you may have trouble retaining saliva on that side of your mouth. The condition may also make it difficult to close the eye on the affected side of your face.               Facial paralysis       Open pop-up dialog box           Facial paralysis       Open pop-up dialog box  Open pop-up dialog box       Close    Facial paralysis   Facial paralysis The nerve that controls your facial muscles passes through a narrow corridor of bone on its way to your face. Facial weakness or paralysis may cause one corner of your mouth to droop, and you may have trouble retaining saliva on that side of your mouth. The condition may also make it difficult to close the eye on the affected side of your face.          Close    Facial paralysis   Facial paralysis The nerve that controls your facial muscles passes through a narrow corridor of bone on its way to your face. Facial weakness or paralysis may cause one corner of your mouth to droop, and you may have trouble retaining saliva on that side of your mouth. The condition may also make it difficult to close the eye on the affected side of your face.        Close    Facial paralysis   Facial paralysis The nerve that controls your facial muscles passes through a narrow corridor of bone on its way to your face. Facial weakness or paralysis may cause one corner of your mouth to droop, and you may have trouble retaining saliva on that side of your mouth. The condition may also make it difficult to close the eye on the affected side of your face.     Close    Close  Close Facial paralysis   Facial paralysis The nerve that controls your facial muscles passes through a narrow corridor of bone on its way to your face. Facial weakness or paralysis may cause one corner of your mouth to droop, and you may have trouble retaining saliva on that side of your mouth. The condition may also make it difficult to close the eye on the affected side of your face.  Facial paralysis The nerve that controls your facial muscles passes through a narrow corridor of bone on its way to your face. Facial weakness or paralysis may cause one corner of your mouth to droop, and you may have trouble retaining saliva on that side of your mouth. The condition may also make it difficult to close the eye on the affected side of your face. The nerve that controls your facial muscles passes through a narrow corridor of bone on its way to your face. Facial weakness or paralysis may cause one corner of your mouth to droop, and you may have trouble retaining saliva on that side of your mouth. The condition may also make it difficult to close the eye on the affected side of your face. Signs and symptoms of Bell's palsy come on suddenly and may include:  Rapid onset of mild weakness to total paralysis on one side of your face — occurring within hours to days Facial droop and difficulty making facial expressions, such as closing your eye or smiling Drooling Pain around the jaw or in or behind your ear on the affected side Increased sensitivity to sound on the affected side Headache A loss of taste Changes in the amount of tears and saliva you produce  In rare cases, Bell's palsy can affect the nerves on both sides of your face.",Chickenpox
"joint_pain,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",Pregnancy Cravings/Aversions
"vomiting,sunken_eyes,dehydration,diarrhoea",Oral Cancer
"I have a high fever, chills, and severe itching. I have a headache and I'm also sweating a lot. I've been feeling nauseous and my muscles are aching.",Tuberculosis
"I've been having a lot of trouble breathing, and I've been coughing a lot. I also have a fever, and I'm feeling really weak. I'm not sure what's wrong with me, but I'm worried that it might be something serious.",Delirium
I've been feeling really weak in my muscles and my neck has been really stiff. My joints have been swelling up and it's hard for me to move around without feeling stiff. Walking has been really painful too.,Blood Disorders
"itching,skin_rash,nodal_skin_eruptions,dischromic__patches",Normal Pressure Hydrocephalus
"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration",Rheumatoid Arthritis
"itching,skin_rash,stomach_pain,burning_micturition",Iron Deficiency
"I have a rash on my skin. It is mainly near my nose, but it is spreading to other parts of my body. I am worried about this.",Sebaceous Hyperplasia
"fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",Rhinitis
"Signs and symptoms of male breast cancer can include:  A painless lump or thickening in your breast tissue Changes to the skin covering your breast, such as dimpling, puckering, redness or scaling Changes to your nipple, such as redness or scaling, or a nipple that begins to turn inward Discharge from your nipple ",Tumor
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",Inflammatory Bowel Disease (Ibd)
"vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain",Specific Learning Disorder (Dyslexia
"chills,vomiting,sweating,headache,nausea,diarrhoea,muscle_pain",Tuberculosis
"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history",Precocious Puberty
"Signs and symptoms of ehrlichiosis and anaplasmosis are generally the same, although they usually are more severe in ehrlichiosis. Symptoms of ehrlichiosis and anaplasmosis, which vary widely from person to person, include:  Moderate fever Chills Headache Muscles aches or pains General feeling of being unwell Joint pain Nausea Vomiting Diarrhea Loss of appetite  Additional signs and symptoms associated with ehrlichiosis but rarely with anaplasmosis include:  Confusion or changes in mental state Rash  Some people may be infected and not develop symptoms.",Liver Cirrhosis
"Dystonia affects different people in different ways. Muscle spasms might:  Begin in a single area, such as your leg, neck or arm. Focal dystonia that begins after age 21 usually starts in the neck, arm or face. It tends to remain focal or become segmental. Occur during a specific action, such as writing by hand. Worsen with stress, fatigue or anxiety. Become more noticeable over time.  Areas of the body that can be affected include:  Neck (cervical dystonia). Contractions cause your head to twist and turn to one side, or pull forward or backward, sometimes causing pain. Eyelids. Rapid blinking or spasms cause your eyes to close (blepharospasms) and make it difficult for you to see. Spasms usually aren't painful but might increase when you're in bright light, reading, watching TV, under stress or interacting with people. Your eyes might feel dry, gritty or sensitive to light. Jaw or tongue (oromandibular dystonia). You might experience slurred speech, drooling, and difficulty chewing or swallowing. Oromandibular dystonia can be painful and often occurs in combination with cervical dystonia or blepharospasm. Voice box and vocal cords (laryngeal dystonia). You might have a tight or whispering voice. Hand and forearm. Some types of dystonia occur only while you do a repetitive activity, such as writing (writer's dystonia) or playing a specific musical instrument (musician's dystonia). Symptoms usually don't happen when your arm is at rest. ",Lactose Intolerance
"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes",Fatigue
"vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",Posterior Vitreous Detachment
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",Pregnancy
"vomiting,sunken_eyes,dehydration,diarrhoea",Oral Cancer
"shivering,chills,watering_from_eyes",Anhedonia
"continuous_sneezing,shivering,chills,watering_from_eyes",Anhedonia
"I have a burning sensation in my throat, especially after I eat. I also sometimes get a sour or bitter taste in my mouth, which makes me feel sick.",Oral Candidiasis
"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",Epididymal Cyst
"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria",Hypogonadism
I have a rash on my face and it's really painful. There are little blisters around my nose and they're oozing yellow liquid.,Sebaceous Hyperplasia
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking",Blood Disorders
"stiff_neck,swelling_joints,movement_stiffness,painful_walking",Blood Disorders
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",Pregnancy Cravings/Aversions
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",Pregnancy
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking",Blood Disorders
"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",Fatigue
"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration",Rheumatoid Arthritis
"acidity,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",Vocal Cord Paralysis
"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance",Eczema
"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze",Sebaceous Hyperplasia
"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance",Eczema
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking",Blood Disorders
"vomiting,sunken_eyes,dehydration,diarrhoea",Oral Cancer
"skin_rash,blackheads,scurring",Acne
"skin_rash,nodal_skin_eruptions,dischromic__patches",Normal Pressure Hydrocephalus
"Babies born with hypoplastic left heart syndrome usually are seriously ill soon after birth. Symptoms include:  Grayish-blue color of the lips and gums (cyanosis) Rapid, difficult breathing Poor feeding Cold hands and feet Weak pulse Being unusually drowsy or inactive  If the natural connections between the heart's left and right sides (foramen ovale and ductus arteriosus) are allowed to close in the first few days of life in babies with hypoplastic left heart syndrome, they can go into shock and possibly die. Signs of shock include:  Cool, clammy skin that can be pale or lips that can be bluish-gray A weak and rapid pulse Breathing that may be slow and shallow or very rapid Dull eyes that seem to stare  A baby in shock might be conscious or unconscious.",Scalp Infection
"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough",Osteoporosis (Fracture)
"The factor V Leiden mutation does not itself cause any symptoms. Since factor V Leiden is a risk for developing blood clots in the leg or lungs, the first indication that you have the disorder may be the development of an abnormal blood clot. Some clots do no damage and disappear on their own. Others can be life-threatening. Symptoms of a blood clot depend on what part of your body is affected. A clot in a deep vein This is known as deep vein thrombosis (DVT), which most commonly occurs in the legs. A DVT may not cause any symptoms. If signs and symptoms do occur, they can include:  Pain Swelling Redness Warmth  A clot that travels to your lungs Known as a pulmonary embolism, this occurs when a portion of a DVT breaks free and travels through the right side of your heart to your lung, where it blocks blood flow. This can be a life-threatening situation. Signs and symptoms may include:  Sudden shortness of breath Chest pain when breathing in A cough that produces bloody or blood-streaked sputum Rapid heartbeat ",Meningitis
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",Posterior Vitreous Detachment
"joint_pain,vomiting,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",Posterior Vitreous Detachment
"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum",Delirium
"continuous_sneezing,shivering,chills,watering_from_eyes",Anhedonia
"Left ventricular hypertrophy usually develops gradually. Some people do not have symptoms, especially during the early stages of the condition. Left ventricular hypertrophy itself doesn't cause symptoms. But symptoms may occur as the strain on the heart worsens. They may include:  Shortness of breath, especially while lying down Swelling of the legs Chest pain, often when exercising Sensation of rapid, fluttering or pounding heartbeats, called palpitations Fainting or a feeling of lightheadedness ",Tension Headache
"skin_rash,chills,joint_pain,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body",Hormone-Secreting Tumors
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",Posterior Vitreous Detachment
"My neck has been tight and weak lately. I can't run without my joints getting tight, and walking is uncomfortable.",Blood Disorders
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain",Tuberculosis
"itching,fatigue,lethargy,yellowish_skin,dark_urine,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",Postnasal Drip
I have a rash on my face that is getting worse. It is very painful and has started to ooze yellow fluid.,Sebaceous Hyperplasia
I have been having trouble breathing for a few days. I have a fever and a lot of mucus. Can you recommend some medicine?,Delirium
"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance",Eczema
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",Postnasal Drip
"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload",Angioedema
"fatigue,mood_swings,weight_loss,restlessness,sweating,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",Rhinitis
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",Pregnancy Cravings/Aversions
"I have a runny nose, sneezing, watery eyes, and a cough. My head hurts too.",Anhedonia
"Symptoms of acute hepatitis B range from mild to severe. They usually appear about 1 to 4 months after you've been infected, although you could see them as early as two weeks after you're infected. Some people, usually young children, may not have any symptoms. Hepatitis B signs and symptoms may include:  Abdominal pain Dark urine Fever Joint pain Loss of appetite Nausea and vomiting Weakness and fatigue Yellowing of the skin and the whites of the eyes, also called jaundice ",Postnasal Drip
"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain",Specific Learning Disorder (Dyslexia
"Symptoms of cholecystitis may include:  Severe pain in your upper right or center abdomen Pain that spreads to your right shoulder or back Tenderness over your abdomen when it's touched Nausea Vomiting Fever  Cholecystitis symptoms often occur after a meal, particularly a large or fatty one.",Exposure To Cold
"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",Rosacea
"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history",Precocious Puberty
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,depression,irritability,visual_disturbances",Vocal Cord Paralysis
I feel like I'm always tired and I have a tickle in my throat. My skin is also dry and I sometimes get swelling around my eyes.,Anhedonia
"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body",Hormone-Secreting Tumors
I have been feeling really sick lately. I have been vomiting and have a high fever. My skin has turned yellow and my urine is dark. I have also been experiencing abdominal pain. I am worried that I might have something serious.,Specific Learning Disorder (Dyslexia
"Signs and symptoms of black hairy tongue include:  Black discoloration of the tongue, although the color may be brown, tan, green, yellow or white A hairy or furry appearance of the tongue Altered taste or metallic taste in your mouth Bad breath (halitosis) Gagging or tickling sensation, if the overgrowth of the papillae is excessive ",Chronic Disease
"I've been feeling very thirsty lately, and I've been getting hungry more often. I've also been feeling very tired.",Hypoglycemia
"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze",Sebaceous Hyperplasia
"vomiting,sunken_eyes,diarrhoea",Oral Cancer
"itching,skin_rash,fatigue,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",Epididymal Cyst
I have heartburn and indigestion. I often vomit whatever I eat and have difficulty swallowing food. I have a nagging pain in my upper abdomen. I have a hard time sleeping because of the pain.,Oral Candidiasis
"vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",Fatigue
"joint_pain,vomiting,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",Pregnancy Cravings/Aversions
"skin_rash,pus_filled_pimples,blackheads,scurring",Acne
"I have been feeling nauseous and have a constant urge to vomit, which is accompanied with mild fever and headache. I also feel very weak and tired. ",Hormone-Secreting Tumors
"itching,skin_rash,stomach_pain,burning_micturition,spotting__urination",Iron Deficiency
"continuous_sneezing,shivering,chills,watering_from_eyes",Anhedonia
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",Posterior Vitreous Detachment
"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body",Hormone-Secreting Tumors
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",Inflammatory Bowel Disease (Ibd)
"I have a burning sensation in my chest and throat, and I often feel like I have to clear my throat. I also have a bad taste in my mouth and my breath smells bad.",Oral Candidiasis
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain",Tuberculosis
"I've been feeling really unwell. I have a headache, and I'm perspiring a lot. I've been uncomfortable from nausea and muscle ache, too. I've also been scratching a lot, and I have chills and a high fever.",Tuberculosis
"skin_rash,pus_filled_pimples,blackheads,scurring",Acne
"fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",Postnasal Drip
"Signs and symptoms of malaria may include:  Fever Chills General feeling of discomfort Headache Nausea and vomiting Diarrhea Abdominal pain Muscle or joint pain Fatigue Rapid breathing Rapid heart rate Cough  Some people who have malaria experience cycles of malaria ""attacks."" An attack usually starts with shivering and chills, followed by a high fever, followed by sweating and a return to normal temperature. Malaria signs and symptoms typically begin within a few weeks after being bitten by an infected mosquito. However, some types of malaria parasites can lie dormant in your body for up to a year.",Tuberculosis
"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness",Adhd
"vomiting,sunken_eyes,dehydration,diarrhoea",Oral Cancer
"I have a sore throat and a lot of sneezing. There are times when the skin around my eyes and my lips swell. I find that once I start, I just cannot stop.",Anhedonia
I feel weak and my lymph nodes are swollen. My eyes burn and my throat hurts. My sinuses are congested and my nose is stuffy. I can't smell anything and my chest hurts.,Genetic Factors
"itching,skin_rash,burning_micturition,spotting__urination",Iron Deficiency
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,abdominal_pain,yellowing_of_eyes",Pregnancy
"vomiting,fatigue,anxiety,sweating,headache,nausea,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",Rosacea
"headache,chest_pain,loss_of_balance,lack_of_concentration",Rheumatoid Arthritis
"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload",Angioedema
"Signs and symptoms of hemorrhoids usually depend on the type of hemorrhoid. External hemorrhoids These are under the skin around your anus. Signs and symptoms might include:  Itching or irritation in your anal region Pain or discomfort Swelling around your anus Bleeding  Internal hemorrhoids Internal hemorrhoids lie inside the rectum. You usually can't see or feel them, and they rarely cause discomfort. But straining or irritation when passing stool can cause:  Painless bleeding during bowel movements. You might notice small amounts of bright red blood on your toilet tissue or in the toilet. A hemorrhoid to push through the anal opening (prolapsed or protruding hemorrhoid), resulting in pain and irritation.  Thrombosed hemorrhoids If blood pools in an external hemorrhoid and forms a clot (thrombus), it can result in:  Severe pain Swelling Inflammation A hard lump near your anus ",Portal Hypertension
"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain",Specific Learning Disorder (Dyslexia
"I have a rash on my skin that looks like dischromic patches, and I also have a lot of nodular eruptions and really bad itching. It has gotten worse over the last week.",Normal Pressure Hydrocephalus
"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history",Precocious Puberty
"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",Schizophrenia (Negative Symptoms)
"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",Rosacea
"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",Fatigue
"continuous_sneezing,shivering,chills",Anhedonia
"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria",Hypogonadism
"weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria",Hypogonadism
"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain",Osteoporosis (Fracture)
"itching,skin_rash,nodal_skin_eruptions,dischromic__patches",Normal Pressure Hydrocephalus
"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts",Amblyopia
"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",Rhinitis
"I have trouble breathing and I get out of breath easily. My eyes hurt and I have a dry, hacking cough. My face and body are swollen.",Anhedonia
"vomiting,breathlessness,chest_pain",Pertussis
"back_pain,weakness_in_limbs,dizziness,loss_of_balance",Eczema
"Symptoms of Eisenmenger syndrome include:  Blue or gray skin color due to low oxygen levels (cyanosis) Chest pain or tightness Coughing up blood Dizziness or fainting Easily tiring and shortness of breath with activity Headaches Large, rounded fingernails or toenails (clubbing) Numbness or tingling in fingers or toes Shortness of breath while at rest Skipped or racing heartbeats (palpitations) ",Liver Cirrhosis (Caput Medusae)
"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts",Amblyopia
"I've been feeling really tired lately, and I've been having trouble losing weight. I've also been feeling really thirsty, and I've been going to the bathroom a lot more than usual.",Hypoglycemia
"itching,nodal_skin_eruptions,dischromic__patches",Normal Pressure Hydrocephalus
I have a lot of small red bumps all over my body. They're itchy and uncomfortable. I'm worried about what they could be.,Epididymal Cyst
"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria",Hypogonadism
"Not all children carrying extra pounds are overweight. Some children have larger than average body frames. And children normally carry different amounts of body fat at the various stages of development. So you might not know by how your child looks if weight is a health concern. The body mass index (BMI), which provides a guideline of weight in relation to height, is the accepted measure of overweight and obesity. Your child's doctor can use growth charts, the BMI and, if necessary, other tests to help you figure out if your child's weight could pose health problems.",Esophageal Stricture
"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",Epididymal Cyst
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain",Tuberculosis
"vomiting,breathlessness,sweating,chest_pain",Pertussis
"Frontal lobe seizures often last less than 30 seconds. In some cases, recovery is immediate. Signs and symptoms of frontal lobe seizures might include:  Head and eye movement to one side Complete or partial unresponsiveness or difficulty speaking Explosive screams, including profanities, or laughter Abnormal body posturing, such as one arm extending while the other flexes, as if the person is posing like a fencer Repetitive movements, such as rocking, bicycle pedaling or pelvic thrusting ",Nevus
"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload",Angioedema
